response,seq_type,id,model,rank,target_length,sub-seq-n,human_response,data-category,dataset,response_category,SNAFU_switch,human_response_category,SNAFU_human_switch
rooster,rank-1,693,gemini-3-pro-preview,14,35,1,lamb,animals-gen,hills,['Farm'],False,['Farm'],False
duck,rank-1,693,gemini-3-pro-preview,15,35,1,sheep,animals-gen,hills,['Bird'],True,['Farm'],False
goose,rank-1,693,gemini-3-pro-preview,16,35,1,fish,animals-gen,hills,['Water'],True,"['Fish', 'Water']",True
turkey,rank-1,693,gemini-3-pro-preview,17,35,1,seal,animals-gen,hills,"['Bird', 'Farm']",True,"['Arctic', 'Water']",False
deer,rank-1,693,gemini-3-pro-preview,18,35,1,shark,animals-gen,hills,"['Deers', 'NorthAmerican']",True,"['Fish', 'Water']",False
bear,rank-1,693,gemini-3-pro-preview,19,35,1,dolphin,animals-gen,hills,['NorthAmerican'],False,"['Insects', 'Water']",False
wolf,rank-1,693,gemini-3-pro-preview,20,35,1,penguin,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Arctic', 'Bird', 'Water']",False
fox,rank-1,693,gemini-3-pro-preview,21,35,1,monkey,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['African', 'Primates']",True
raccoon,rank-1,693,gemini-3-pro-preview,22,35,1,turtle,animals-gen,hills,['NorthAmerican'],False,"['ReptileAmphibian', 'Water']",True
squirrel,rank-1,693,gemini-3-pro-preview,23,35,1,tortoise,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['ReptileAmphibian'],False
chipmunk,rank-1,693,gemini-3-pro-preview,24,35,1,frog,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['ReptileAmphibian', 'Water']",False
lion,rank-1,693,gemini-3-pro-preview,25,35,1,gopher,animals-gen,hills,"['African', 'Feline']",True,['Rodents'],True
tiger,rank-1,693,gemini-3-pro-preview,26,35,1,tiger,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Feline']",True
leopard,rank-1,693,gemini-3-pro-preview,27,35,1,mule,animals-gen,hills,"['African', 'Feline']",False,"['BeastsOfBurden', 'Farm']",True
cheetah,rank-1,693,gemini-3-pro-preview,28,35,1,camel,animals-gen,hills,"['African', 'Feline']",False,"['African', 'BeastsOfBurden']",False
elephant,rank-1,693,gemini-3-pro-preview,29,35,1,giraffe,animals-gen,hills,['African'],False,['African'],False
giraffe,rank-1,693,gemini-3-pro-preview,30,35,1,lion,animals-gen,hills,['African'],False,"['African', 'Feline']",False
zebra,rank-1,693,gemini-3-pro-preview,31,35,1,groundhog,animals-gen,hills,['African'],False,"['Rodents', 'Weasels']",True
hippo,rank-1,693,gemini-3-pro-preview,32,35,1,zebra,animals-gen,hills,,True,['African'],True
rhino,rank-1,693,gemini-3-pro-preview,33,35,1,ostrich,animals-gen,hills,['African'],True,"['African', 'Bird']",False
monkey,rank-1,693,gemini-3-pro-preview,34,35,1,bird,animals-gen,hills,"['African', 'Primates']",False,['Bird'],False
gorilla,rank-1,693,gemini-3-pro-preview,35,35,1,snake,animals-gen,hills,"['African', 'Primates']",False,"['Farm', 'ReptileAmphibian']",True
dog,rank-1,381,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,381,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
rabbit,rank-1,381,gemini-3-pro-preview,3,35,1,snake,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Farm', 'ReptileAmphibian']",True
hamster,rank-1,381,gemini-3-pro-preview,4,35,1,spider,animals-gen,hills,"['Pets', 'Rodents']",False,"['Arachnid', 'Farm']",False
guinea pig,rank-1,381,gemini-3-pro-preview,5,35,1,goat,animals-gen,hills,"['Pets', 'Rodents']",False,['Farm'],False
mouse,rank-1,381,gemini-3-pro-preview,6,35,1,cow,animals-gen,hills,"['Bird', 'Rodents']",False,"['Bovine', 'Farm']",False
rat,rank-1,381,gemini-3-pro-preview,7,35,1,horse,animals-gen,hills,['Rodents'],False,"['BeastsOfBurden', 'Farm']",False
squirrel,rank-1,381,gemini-3-pro-preview,8,35,1,lizard,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['ReptileAmphibian'],True
chipmunk,rank-1,381,gemini-3-pro-preview,9,35,1,ladybug,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Insects'],True
cow,rank-1,381,gemini-3-pro-preview,10,35,1,pig,animals-gen,hills,"['Bovine', 'Farm']",True,['Farm'],True
horse,rank-1,381,gemini-3-pro-preview,11,35,1,fish,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['Fish', 'Water']",True
sheep,rank-1,381,gemini-3-pro-preview,12,35,1,whale,animals-gen,hills,['Farm'],False,"['Fish', 'Water']",False
pig,rank-1,381,gemini-3-pro-preview,13,35,1,dolphin,animals-gen,hills,['Farm'],False,"['Insects', 'Water']",False
goat,rank-1,381,gemini-3-pro-preview,14,35,1,seal,animals-gen,hills,['Farm'],False,"['Arctic', 'Water']",False
chicken,rank-1,381,gemini-3-pro-preview,15,35,1,polarbear,animals-gen,hills,"['Bird', 'Farm']",False,['Arctic'],False
duck,rank-1,381,gemini-3-pro-preview,16,35,1,grizzlybear,animals-gen,hills,['Bird'],False,['NorthAmerican'],True
goose,rank-1,381,gemini-3-pro-preview,17,35,1,penguin,animals-gen,hills,['Water'],True,"['Arctic', 'Bird', 'Water']",True
turkey,rank-1,381,gemini-3-pro-preview,18,35,1,starfish,animals-gen,hills,"['Bird', 'Farm']",True,['Water'],False
lion,rank-1,381,gemini-3-pro-preview,19,35,1,monkey,animals-gen,hills,"['African', 'Feline']",True,"['African', 'Primates']",True
tiger,rank-1,381,gemini-3-pro-preview,20,35,1,giraffe,animals-gen,hills,"['African', 'Feline']",False,['African'],False
bear,rank-1,381,gemini-3-pro-preview,21,35,1,zebra,animals-gen,hills,['NorthAmerican'],True,['African'],False
elephant,rank-1,381,gemini-3-pro-preview,22,35,1,lion,animals-gen,hills,['African'],True,"['African', 'Feline']",False
giraffe,rank-1,381,gemini-3-pro-preview,23,35,1,cheetah,animals-gen,hills,['African'],False,"['African', 'Feline']",False
zebra,rank-1,381,gemini-3-pro-preview,24,35,1,leopard,animals-gen,hills,['African'],False,"['African', 'Feline']",False
hippo,rank-1,381,gemini-3-pro-preview,25,35,1,panther,animals-gen,hills,,True,"['African', 'Feline']",False
rhino,rank-1,381,gemini-3-pro-preview,26,35,1,kangaroo,animals-gen,hills,['African'],True,['Australian'],True
monkey,rank-1,381,gemini-3-pro-preview,27,35,1,deer,animals-gen,hills,"['African', 'Primates']",False,"['Deers', 'NorthAmerican']",True
gorilla,rank-1,381,gemini-3-pro-preview,28,35,1,raccoon,animals-gen,hills,"['African', 'Primates']",False,['NorthAmerican'],False
chimpanzee,rank-1,381,gemini-3-pro-preview,29,35,1,possum,animals-gen,hills,"['African', 'Primates']",False,['Australian'],True
snake,rank-1,381,gemini-3-pro-preview,30,35,1,coyote,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['Canine'],True
lizard,rank-1,381,gemini-3-pro-preview,31,35,1,fox,animals-gen,hills,['ReptileAmphibian'],False,"['Canine', 'NorthAmerican', 'UsedForFur']",False
turtle,rank-1,381,gemini-3-pro-preview,32,35,1,gazelle,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['African', 'Deers']",True
frog,rank-1,381,gemini-3-pro-preview,33,35,1,pony,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['BeastsOfBurden', 'Farm']",True
toad,rank-1,381,gemini-3-pro-preview,34,35,1,camel,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['African', 'BeastsOfBurden']",False
crocodile,rank-1,381,gemini-3-pro-preview,35,35,1,hamster,animals-gen,hills,['ReptileAmphibian'],False,"['Pets', 'Rodents']",True
dog,rank-1,198,gemini-3-pro-preview,1,25,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,198,gemini-3-pro-preview,2,25,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,198,gemini-3-pro-preview,3,25,1,mouse,animals-gen,hills,"['Bird', 'Rodents']",True,"['Bird', 'Rodents']",True
rat,rank-1,198,gemini-3-pro-preview,4,25,1,tiger,animals-gen,hills,['Rodents'],False,"['African', 'Feline']",True
hamster,rank-1,198,gemini-3-pro-preview,5,25,1,lion,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",False
guinea pig,rank-1,198,gemini-3-pro-preview,6,25,1,bear,animals-gen,hills,"['Pets', 'Rodents']",False,['NorthAmerican'],True
rabbit,rank-1,198,gemini-3-pro-preview,7,25,1,cheetah,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['African', 'Feline']",True
cow,rank-1,198,gemini-3-pro-preview,8,25,1,skunk,animals-gen,hills,"['Bovine', 'Farm']",True,"['NorthAmerican', 'Weasels']",True
horse,rank-1,198,gemini-3-pro-preview,9,25,1,raccoon,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['NorthAmerican'],False
pig,rank-1,198,gemini-3-pro-preview,10,25,1,hamster,animals-gen,hills,['Farm'],False,"['Pets', 'Rodents']",True
sheep,rank-1,198,gemini-3-pro-preview,11,25,1,elephant,animals-gen,hills,['Farm'],False,['African'],True
goat,rank-1,198,gemini-3-pro-preview,12,25,1,hippopotamus,animals-gen,hills,['Farm'],False,['African'],False
lion,rank-1,198,gemini-3-pro-preview,13,25,1,alligator,animals-gen,hills,"['African', 'Feline']",True,"['ReptileAmphibian', 'Water']",True
tiger,rank-1,198,gemini-3-pro-preview,14,25,1,crocodile,animals-gen,hills,"['African', 'Feline']",False,['ReptileAmphibian'],False
bear,rank-1,198,gemini-3-pro-preview,15,25,1,boaconstrictor,animals-gen,hills,['NorthAmerican'],True,['ReptileAmphibian'],False
wolf,rank-1,198,gemini-3-pro-preview,16,25,1,viper,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['ReptileAmphibian'],False
fox,rank-1,198,gemini-3-pro-preview,17,25,1,rattlesnake,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['ReptileAmphibian'],False
deer,rank-1,198,gemini-3-pro-preview,18,25,1,opossum,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['NorthAmerican'],True
squirrel,rank-1,198,gemini-3-pro-preview,19,25,1,fox,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Canine', 'NorthAmerican', 'UsedForFur']",False
elephant,rank-1,198,gemini-3-pro-preview,20,25,1,deer,animals-gen,hills,['African'],True,"['Deers', 'NorthAmerican']",False
giraffe,rank-1,198,gemini-3-pro-preview,21,25,1,bobcat,animals-gen,hills,['African'],False,"['Feline', 'NorthAmerican']",False
zebra,rank-1,198,gemini-3-pro-preview,22,25,1,bird,animals-gen,hills,['African'],False,['Bird'],True
monkey,rank-1,198,gemini-3-pro-preview,23,25,1,beaver,animals-gen,hills,"['African', 'Primates']",False,"['NorthAmerican', 'Rodents', 'UsedForFur', 'Water']",True
gorilla,rank-1,198,gemini-3-pro-preview,24,25,1,groundhog,animals-gen,hills,"['African', 'Primates']",False,"['Rodents', 'Weasels']",False
snake,rank-1,198,gemini-3-pro-preview,25,25,1,hyena,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['African', 'Canine']",True
dog,rank-1,796,gemini-3-pro-preview,1,33,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,796,gemini-3-pro-preview,2,33,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,796,gemini-3-pro-preview,3,33,1,fish,animals-gen,hills,"['Bird', 'Rodents']",True,"['Fish', 'Water']",True
rat,rank-1,796,gemini-3-pro-preview,4,33,1,zebra,animals-gen,hills,['Rodents'],False,['African'],True
hamster,rank-1,796,gemini-3-pro-preview,5,33,1,lion,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",False
guinea pig,rank-1,796,gemini-3-pro-preview,6,33,1,tiger,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",False
rabbit,rank-1,796,gemini-3-pro-preview,7,33,1,bear,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['NorthAmerican'],True
cow,rank-1,796,gemini-3-pro-preview,8,33,1,poodle,animals-gen,hills,"['Bovine', 'Farm']",True,"['Canine', 'Pets']",True
horse,rank-1,796,gemini-3-pro-preview,9,33,1,scorpion,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['Insects'],True
pig,rank-1,796,gemini-3-pro-preview,10,33,1,spider,animals-gen,hills,['Farm'],False,"['Arachnid', 'Farm']",True
sheep,rank-1,796,gemini-3-pro-preview,11,33,1,alligator,animals-gen,hills,['Farm'],False,"['ReptileAmphibian', 'Water']",True
goat,rank-1,796,gemini-3-pro-preview,12,33,1,monkey,animals-gen,hills,['Farm'],False,"['African', 'Primates']",True
chicken,rank-1,796,gemini-3-pro-preview,13,33,1,ape,animals-gen,hills,"['Bird', 'Farm']",False,['Primates'],False
duck,rank-1,796,gemini-3-pro-preview,14,33,1,frog,animals-gen,hills,['Bird'],False,"['ReptileAmphibian', 'Water']",True
goose,rank-1,796,gemini-3-pro-preview,15,33,1,butterfly,animals-gen,hills,['Water'],True,['Insects'],True
turkey,rank-1,796,gemini-3-pro-preview,16,33,1,bird,animals-gen,hills,"['Bird', 'Farm']",True,['Bird'],True
deer,rank-1,796,gemini-3-pro-preview,17,33,1,cardinal,animals-gen,hills,"['Deers', 'NorthAmerican']",True,['Bird'],False
bear,rank-1,796,gemini-3-pro-preview,18,33,1,iguana,animals-gen,hills,['NorthAmerican'],False,['ReptileAmphibian'],True
wolf,rank-1,796,gemini-3-pro-preview,19,33,1,turtle,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['ReptileAmphibian', 'Water']",False
fox,rank-1,796,gemini-3-pro-preview,20,33,1,rabbit,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True
lion,rank-1,796,gemini-3-pro-preview,21,33,1,wolf,animals-gen,hills,"['African', 'Feline']",True,"['Canine', 'NorthAmerican']",False
tiger,rank-1,796,gemini-3-pro-preview,22,33,1,groundhog,animals-gen,hills,"['African', 'Feline']",False,"['Rodents', 'Weasels']",True
leopard,rank-1,796,gemini-3-pro-preview,23,33,1,squirrel,animals-gen,hills,"['African', 'Feline']",False,"['NorthAmerican', 'Rodents']",False
cheetah,rank-1,796,gemini-3-pro-preview,24,33,1,chihuahua,animals-gen,hills,"['African', 'Feline']",False,['Canine'],True
elephant,rank-1,796,gemini-3-pro-preview,25,33,1,bulldog,animals-gen,hills,['African'],False,['Canine'],False
giraffe,rank-1,796,gemini-3-pro-preview,26,33,1,bullfrog,animals-gen,hills,['African'],False,['ReptileAmphibian'],True
zebra,rank-1,796,gemini-3-pro-preview,27,33,1,dinosaur,animals-gen,hills,['African'],False,"['Dinosaur', 'ReptileAmphibian']",False
hippo,rank-1,796,gemini-3-pro-preview,28,33,1,crawfish,animals-gen,hills,,True,['Water'],True
rhino,rank-1,796,gemini-3-pro-preview,29,33,1,hamster,animals-gen,hills,['African'],True,"['Pets', 'Rodents']",True
monkey,rank-1,796,gemini-3-pro-preview,30,33,1,guineapig,animals-gen,hills,"['African', 'Primates']",False,"['Pets', 'Rodents']",False
gorilla,rank-1,796,gemini-3-pro-preview,31,33,1,pig,animals-gen,hills,"['African', 'Primates']",False,['Farm'],True
chimpanzee,rank-1,796,gemini-3-pro-preview,32,33,1,cow,animals-gen,hills,"['African', 'Primates']",False,"['Bovine', 'Farm']",False
snake,rank-1,796,gemini-3-pro-preview,33,33,1,bull,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['Feline'],True
dog,rank-1,476,gemini-3-pro-preview,1,30,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,476,gemini-3-pro-preview,2,30,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,476,gemini-3-pro-preview,3,30,1,bird,animals-gen,hills,"['Bird', 'Rodents']",True,['Bird'],True
rat,rank-1,476,gemini-3-pro-preview,4,30,1,fish,animals-gen,hills,['Rodents'],False,"['Fish', 'Water']",True
hamster,rank-1,476,gemini-3-pro-preview,5,30,1,lion,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",True
rabbit,rank-1,476,gemini-3-pro-preview,6,30,1,giraffe,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['African'],False
horse,rank-1,476,gemini-3-pro-preview,7,30,1,monkey,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['African', 'Primates']",False
cow,rank-1,476,gemini-3-pro-preview,8,30,1,elephant,animals-gen,hills,"['Bovine', 'Farm']",False,['African'],False
pig,rank-1,476,gemini-3-pro-preview,9,30,1,rat,animals-gen,hills,['Farm'],False,['Rodents'],True
sheep,rank-1,476,gemini-3-pro-preview,10,30,1,mouse,animals-gen,hills,['Farm'],False,"['Bird', 'Rodents']",False
goat,rank-1,476,gemini-3-pro-preview,11,30,1,guineapig,animals-gen,hills,['Farm'],False,"['Pets', 'Rodents']",False
chicken,rank-1,476,gemini-3-pro-preview,12,30,1,badger,animals-gen,hills,"['Bird', 'Farm']",False,"['NorthAmerican', 'Weasels']",True
duck,rank-1,476,gemini-3-pro-preview,13,30,1,possum,animals-gen,hills,['Bird'],False,['Australian'],True
goose,rank-1,476,gemini-3-pro-preview,14,30,1,raccoon,animals-gen,hills,['Water'],True,['NorthAmerican'],True
turkey,rank-1,476,gemini-3-pro-preview,15,30,1,deer,animals-gen,hills,"['Bird', 'Farm']",True,"['Deers', 'NorthAmerican']",False
deer,rank-1,476,gemini-3-pro-preview,16,30,1,turkey,animals-gen,hills,"['Deers', 'NorthAmerican']",True,"['Bird', 'Farm']",True
bear,rank-1,476,gemini-3-pro-preview,17,30,1,pig,animals-gen,hills,['NorthAmerican'],False,['Farm'],False
wolf,rank-1,476,gemini-3-pro-preview,18,30,1,horse,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['BeastsOfBurden', 'Farm']",False
fox,rank-1,476,gemini-3-pro-preview,19,30,1,buffalo,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['African', 'Bovine']",True
squirrel,rank-1,476,gemini-3-pro-preview,20,30,1,antelope,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['African'],False
lion,rank-1,476,gemini-3-pro-preview,21,30,1,alligator,animals-gen,hills,"['African', 'Feline']",True,"['ReptileAmphibian', 'Water']",True
tiger,rank-1,476,gemini-3-pro-preview,22,30,1,crocodile,animals-gen,hills,"['African', 'Feline']",False,['ReptileAmphibian'],False
elephant,rank-1,476,gemini-3-pro-preview,23,30,1,panther,animals-gen,hills,['African'],False,"['African', 'Feline']",True
giraffe,rank-1,476,gemini-3-pro-preview,24,30,1,wolf,animals-gen,hills,['African'],False,"['Canine', 'NorthAmerican']",True
zebra,rank-1,476,gemini-3-pro-preview,25,30,1,moose,animals-gen,hills,['African'],False,"['Deers', 'NorthAmerican']",False
monkey,rank-1,476,gemini-3-pro-preview,26,30,1,caribou,animals-gen,hills,"['African', 'Primates']",False,"['Arctic', 'Deers', 'NorthAmerican']",False
gorilla,rank-1,476,gemini-3-pro-preview,27,30,1,reindeer,animals-gen,hills,"['African', 'Primates']",False,"['Arctic', 'Deers']",False
snake,rank-1,476,gemini-3-pro-preview,28,30,1,polarbear,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['Arctic'],False
lizard,rank-1,476,gemini-3-pro-preview,29,30,1,blackbear,animals-gen,hills,['ReptileAmphibian'],False,['NorthAmerican'],True
crocodile,rank-1,476,gemini-3-pro-preview,30,30,1,muskrat,animals-gen,hills,['ReptileAmphibian'],False,"['Rodents', 'Water']",True
dog,rank-1,494,gemini-3-pro-preview,1,29,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,494,gemini-3-pro-preview,2,29,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
bird,rank-1,494,gemini-3-pro-preview,3,29,1,bird,animals-gen,hills,['Bird'],True,['Bird'],True
hamster,rank-1,494,gemini-3-pro-preview,4,29,1,rat,animals-gen,hills,"['Pets', 'Rodents']",True,['Rodents'],True
guinea pig,rank-1,494,gemini-3-pro-preview,5,29,1,mouse,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bird', 'Rodents']",False
rabbit,rank-1,494,gemini-3-pro-preview,6,29,1,lizard,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['ReptileAmphibian'],True
squirrel,rank-1,494,gemini-3-pro-preview,7,29,1,snake,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Farm', 'ReptileAmphibian']",False
mouse,rank-1,494,gemini-3-pro-preview,8,29,1,lion,animals-gen,hills,"['Bird', 'Rodents']",False,"['African', 'Feline']",True
rat,rank-1,494,gemini-3-pro-preview,9,29,1,giraffe,animals-gen,hills,['Rodents'],False,['African'],False
bat,rank-1,494,gemini-3-pro-preview,10,29,1,tiger,animals-gen,hills,['Insectivores'],True,"['African', 'Feline']",False
horse,rank-1,494,gemini-3-pro-preview,11,29,1,eagle,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['Bird'],True
cow,rank-1,494,gemini-3-pro-preview,12,29,1,groundhog,animals-gen,hills,"['Bovine', 'Farm']",False,"['Rodents', 'Weasels']",True
pig,rank-1,494,gemini-3-pro-preview,13,29,1,opossum,animals-gen,hills,['Farm'],False,['NorthAmerican'],True
sheep,rank-1,494,gemini-3-pro-preview,14,29,1,parrot,animals-gen,hills,['Farm'],False,"['Bird', 'Pets']",True
goat,rank-1,494,gemini-3-pro-preview,15,29,1,bear,animals-gen,hills,['Farm'],False,['NorthAmerican'],True
chicken,rank-1,494,gemini-3-pro-preview,16,29,1,owl,animals-gen,hills,"['Bird', 'Farm']",False,['Bird'],True
duck,rank-1,494,gemini-3-pro-preview,17,29,1,alligator,animals-gen,hills,['Bird'],False,"['ReptileAmphibian', 'Water']",True
lion,rank-1,494,gemini-3-pro-preview,18,29,1,gerbil,animals-gen,hills,"['African', 'Feline']",True,"['Pets', 'Rodents']",True
tiger,rank-1,494,gemini-3-pro-preview,19,29,1,fish,animals-gen,hills,"['African', 'Feline']",False,"['Fish', 'Water']",True
